Unique Key,InitDate,Descriptor,Zip,Address,Cross Street 1,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Latitude,Longitude,Location
33775179,7/6/16 0:00,Rat Sighting,10302,49 MARIANNE STREET,FOREST AVENUE,STATEN ISLAND,945818,166269,40.62296312,-74.13844325,"(40.62296312437764, -74.13844324614492)"
33775180,7/6/16 0:00,Rat Sighting,11412,120-32 201 STREET,120 AVENUE,QUEENS,1053789,190816,40.69014943,-73.74924764,"(40.69014942710112, -73.74924764127887)"
33775190,7/6/16 0:00,Rat Sighting,10017,,,MANHATTAN,990435,213295,40.75211988,-73.97767664,"(40.75211987722737, -73.97767664192216)"
33775288,7/6/16 0:00,Rat Sighting,11221,107 VAN BUREN STREET,THROOP AVENUE,BROOKLYN,1000524,190773,40.69028963,-73.94131714,"(40.69028962650007, -73.94131714292246)"
33775366,7/6/16 0:00,Rat Sighting,10035,2015 5TH AVENUE,,MANHATTAN,1000270,232961,40.80608549,-73.94213255,"(40.80608549018412, -73.94213255189935)"
33775371,7/6/16 0:00,Rat Sighting,11213,871 MONTGOMERY STREET,TROY AVENUE,BROOKLYN,1002045,181410,40.66458739,-73.93585725,"(40.66458738660932, -73.93585725204336)"
33778142,7/7/16 0:00,Rat Sighting,10026,2166 FREDERICK DOUGLASS BOULEVARD,,MANHATTAN,996779,232492,40.80480385,-73.95474362,"(40.80480385469021, -73.95474361569035)"
33779744,7/7/16 0:00,Rat Sighting,11432,168-07 89 AVENUE,168 STREET,QUEENS,1041453,197550,40.70872096,-73.79367294,"(40.70872096111731, -73.7936729446899)"
33781399,7/7/16 0:00,Rat Sighting,11221,CORNELIA STREET,EVERGREEN AVENUE,BROOKLYN,1007897,191038,40.69100036,-73.91472973,"(40.69100036178931, -73.91472972665274)"
33783060,7/7/16 0:00,Rat Sighting,10026,2162 FREDERICK DOUGLASS BOULEVARD,,MANHATTAN,996760,232457,40.80470782,-73.95481231,"(40.804707816255025, -73.95481231137664)"
33784420,7/7/16 0:00,Rat Sighting,10026,2168 FREDERICK DOUGLASS BOULEVARD,,MANHATTAN,996796,232524,40.80489166,-73.95468215,"(40.80489166174983, -73.95468214968228)"
33784573,7/8/16 0:00,Rat Sighting,11216,,,BROOKLYN,997953,189014,40.68546593,-73.95059156,"(40.68546592994123, -73.95059155687348)"
33789681,7/8/16 0:00,Rat Sighting,11207,482 WARWICK STREET,BELMONT AVENUE,BROOKLYN,1016037,183999,40.67165443,-73.8854104,"(40.671654430724374, -73.88541039797377)"
33789828,7/8/16 0:00,Rat Sighting,11207,488 WARWICK STREET,BELMONT AVENUE,BROOKLYN,1016045,183958,40.67154187,-73.88538175,"(40.67154186627692, -73.88538175203803)"
33789866,7/8/16 0:00,Rat Sighting,11226,761B FLATBUSH AVENUE,CLARKSON AVENUE,BROOKLYN,995469,177633,40.65423113,-73.95956697,"(40.65423112863618, -73.95956697154148)"
33789935,7/8/16 0:00,Rat Sighting,10065,31 EAST   61 STREET,MADISON AVENUE,MANHATTAN,992504,217889,40.76472754,-73.97020341,"(40.76472754266786, -73.97020341495777)"
33790441,7/8/16 0:00,Rat Sighting,11216,,,BROOKLYN,997953,189014,40.68546593,-73.95059156,"(40.68546592994123, -73.95059155687348)"
33790527,7/8/16 0:00,Rat Sighting,11209,,,BROOKLYN,978959,169181,40.63103773,-74.01906202,"(40.6310377313761, -74.0190620197349)"
33790681,7/8/16 0:00,Rat Sighting,10473,607 HARDING PARK,NORTH STREET,BRONX,1023658,233097,40.80638541,-73.85764972,"(40.80638541001153, -73.85764971858798)"
33790836,7/8/16 0:00,Rat Sighting,11355,139-09 FRANKLIN AVENUE,COLDEN STREET,QUEENS,1032689,214508,40.75531874,-73.82516188,"(40.75531873511694, -73.82516187942552)"
33791212,7/8/16 0:00,Rat Sighting,11222,210 FRANKLIN STREET,HURON STREET,BROOKLYN,995872,206267,40.7328243,-73.95806517,"(40.73282429756599, -73.95806516618124)"
33791279,7/8/16 0:00,Rat Sighting,10128,,,MANHATTAN,996815,223747,40.78080114,-73.95462994,"(40.78080114259685, -73.95462993972396)"
33791404,7/8/16 0:00,Rat Sighting,10032,442 WEST  160 STREET,ST NICHOLAS AVENUE,MANHATTAN,1000809,243323,40.83452526,-73.94016001,"(40.83452525670278, -73.94016000739487)"
33791885,7/8/16 0:00,Rat Sighting,11385,463 FAIRVIEW AVENUE,HIMROD STREET,QUEENS,1009190,197671,40.70920284,-73.91004265,"(40.70920283777861, -73.91004265327057)"
33792062,7/8/16 0:00,Rat Sighting,10009,279 EAST    4 STREET,AVENUE B,MANHATTAN,989505,202562,40.72266105,-73.98104165,"(40.722661050411865, -73.9810416503823)"
33792666,7/8/16 0:00,Rat Sighting,11238,152 GATES AVENUE,GRAND AVENUE,BROOKLYN,994943,188828,40.68495955,-73.96144491,"(40.68495955067098, -73.96144490554012)"
33793161,7/8/16 0:00,Rat Sighting,11355,41-49 150TH ST,,QUEENS,1035999,216763,40.76148937,-73.81319728,"(40.761489366742026, -73.81319727969662)"
33793617,7/8/16 0:00,Rat Sighting,11226,83 EAST 18TH STREET,,BROOKLYN,994596,175739,40.64903357,-73.96271615,"(40.64903357427104, -73.962716149193)"
33793839,7/8/16 0:00,Rat Sighting,11222,955 LORIMER STREET,BEDFORD AVENUE,BROOKLYN,997479,203259,40.72456582,-73.95227266,"(40.72456581556039, -73.95227265731283)"
33793864,7/8/16 0:00,Rat Sighting,11358,171-57 46TH AVENUE,,QUEENS,1041271,213934,40.75369208,-73.79419056,"(40.75369207552384, -73.79419055763702)"
33794055,7/8/16 0:00,Rat Sighting,11206,308 BOERUM STREET,WHITE STREET,BROOKLYN,1002188,196779,40.70677148,-73.93530089,"(40.70677147548793, -73.93530088641066)"
33794251,7/8/16 0:00,Rat Sighting,11210,621 EAST   24 STREET,FARRAGUT ROAD,BROOKLYN,996950,170631,40.63501015,-73.95424266,"(40.63501014974412, -73.9542426629287)"
33794368,7/8/16 0:00,Rat Sighting,10456,1480 WASHINGTON AVENUE,ST PAULS PLACE,BRONX,1010929,244302,40.83718755,-73.90358504,"(40.83718755388138, -73.90358504457679)"
33794736,7/8/16 0:00,Rat Sighting,10472,1961 CHATTERTON AVENUE,VIRGINIA AVENUE,BRONX,1023650,240731,40.82733861,-73.8576338,"(40.82733860644369, -73.85763379933694)"
33794843,7/8/16 0:00,Rat Sighting,10459,1255 LONGFELLOW AVENUE,WEST FARMS ROAD,BRONX,1015227,241388,40.82917544,-73.88806602,"(40.82917543940849, -73.8880660202654)"
33795308,7/8/16 0:00,Rat Sighting,11373,40-52 75 STREET,BROADWAY,QUEENS,1014649,211008,40.74579255,-73.89029208,"(40.74579255229436, -73.89029208051868)"
33795817,7/8/16 0:00,Rat Sighting,11233,2050 PACIFIC STREET,HOWARD AVENUE,BROOKLYN,1007078,185533,40.67589255,-73.91770166,"(40.675892548762555, -73.91770166090441)"
33795834,7/8/16 0:00,Rat Sighting,11230,722 AVENUE N,EAST 7 STREET,BROOKLYN,993425,163267,40.61480187,-73.96695303,"(40.61480186726175, -73.96695303422503)"
33795983,7/8/16 0:00,Rat Sighting,10467,3530 DECATUR AVENUE,EAST GUN HILL ROAD,BRONX,1019562,259651,40.87928561,-73.87230552,"(40.8792856112555, -73.87230551562281)"
33796156,7/8/16 0:00,Rat Sighting,11205,481 DEKALB AVENUE,KENT AVENUE,BROOKLYN,995947,190898,40.69063996,-73.95782125,"(40.69063995521503, -73.95782125101974)"
33796316,7/8/16 0:00,Rat Sighting,11221,596 JEFFERSON AVENUE,LEWIS AVENUE,BROOKLYN,1002514,188885,40.68510362,-73.93414647,"(40.68510361820778, -73.9341464687026)"
33796448,7/8/16 0:00,Rat Sighting,10459,1362 PROSPECT AVENUE,FREEMAN STREET,BRONX,1012726,241874,40.83051779,-73.8971012,"(40.83051778685323, -73.89710119836427)"
33796625,7/8/16 0:00,Rat Sighting,11377,50-43 48 STREET,50 AVENUE,QUEENS,1006929,207533,40.73627771,-73.91816473,"(40.73627771437183, -73.91816473158367)"
33796780,7/8/16 0:00,Rat Sighting,11207,480 WARWICK STREET,BELMONT AVENUE,BROOKLYN,1016034,184013,40.67169287,-73.88542115,"(40.671692868326225, -73.88542114670815)"
33796781,7/8/16 0:00,Rat Sighting,10460,794 FAIRMOUNT PLACE,PROSPECT AVENUE,BRONX,1014958,246308,40.84268034,-73.88901551,"(40.842680344831706, -73.88901551376067)"
33797020,7/8/16 0:00,Rat Sighting,11206,305 BOERUM STREET,WHITE STREET,BROOKLYN,1002154,196777,40.70676605,-73.93542352,"(40.706766054823625, -73.93542352351938)"
33797199,7/8/16 0:00,Rat Sighting,11203,605 EAST   39 STREET,CLARENDON ROAD,BROOKLYN,1000899,173343,40.64244747,-73.94000797,"(40.642447466320235, -73.940007965172)"
33760650,7/5/16 0:00,Rat Sighting,10467,2759 BARKER AVENUE,ALLERTON AVENUE,BRONX,1020440,254841,40.8660801,-73.8691565,"(40.86608009567504, -73.86915649686496)"
33760691,7/5/16 0:00,Rat Sighting,10021,349 EAST   74 STREET,2 AVENUE,MANHATTAN,996374,219678,40.76963342,-73.95622966,"(40.76963342311596, -73.95622965631675)"
33761730,7/5/16 0:00,Rat Sighting,10028,,,MANHATTAN,998895,221973,40.77592878,-73.94712328,"(40.77592877982616, -73.9471232847572)"
33761998,7/5/16 0:00,Rat Sighting,11213,1595 CARROLL STREET,SCHENECTADY AVENUE,BROOKLYN,1002705,182016,40.66624937,-73.9334766,"(40.66624937049954, -73.93347659922865)"
33761999,7/5/16 0:00,Rat Sighting,10023,AMSTERDAM AVENUE,,MANHATTAN,989730,223659,40.78056684,-73.98021273,"(40.78056683832602, -73.98021273008844)"
33762001,7/5/16 0:00,Rat Sighting,10128,1324 LEXINGTON AVENUE,EAST 88 STREET,MANHATTAN,996851,223818,40.78099597,-73.95449982,"(40.78099596751242, -73.95449981675648)"
33764076,7/5/16 0:00,Rat Sighting,11385,64-33 COOPER AVENUE,64 PLACE,QUEENS,1014498,193665,40.69819076,-73.89091497,"(40.69819076374462, -73.89091497172433)"
33764154,7/5/16 0:00,Rat Sighting,10016,246 EAST   32 STREET,3 AVENUE,MANHATTAN,990357,210326,40.74397077,-73.97796086,"(40.743970773565025, -73.97796086135106)"
33765172,7/5/16 0:00,Rat Sighting,11215,395 8 STREET,6 AVENUE,BROOKLYN,989213,182651,40.66801015,-73.98210976,"(40.66801014736905, -73.98210976298081)"
33766066,7/5/16 0:00,Rat Sighting,11379,65-11 77 PLACE,FURMANVILLE AVENUE,QUEENS,1018551,200513,40.7169721,-73.87626355,"(40.71697210476774, -73.87626354785857)"
33767362,7/6/16 0:00,Rat Sighting,11433,94-20 GUY R BREWER BOULEVARD,LONG ISLAND RAILROAD,QUEENS,1040930,195294,40.70253216,-73.79557835,"(40.70253215539868, -73.79557835016405)"
33767386,7/6/16 0:00,Rat Sighting,11226,571 OCEAN AVENUE,CHURCH AVENUE,BROOKLYN,995131,175716,40.6489698,-73.96078821,"(40.648969803086054, -73.96078820856658)"
33767387,7/6/16 0:00,Rat Sighting,11238,36 QUINCY STREET,DOWNING STREET,BROOKLYN,995356,189164,40.68588129,-73.95995522,"(40.685881285181665, -73.95995522313616)"
33767389,7/6/16 0:00,Rat Sighting,10034,150 VERMILYEA AVENUE,WEST 207 STREET,MANHATTAN,1006381,255159,40.86699935,-73.91998516,"(40.866999351312, -73.91998516378185)"
33773168,7/6/16 0:00,Rat Sighting,11213,776 CROWN STREET,SCHENECTADY AVENUE,BROOKLYN,1003105,181654,40.66525492,-73.93203576,"(40.665254918383695, -73.93203576121147)"
33773192,7/6/16 0:00,Rat Sighting,10472,1889 WESTCHESTER AVE,,BRONX,1022349,242837,40.83312467,-73.86232281,"(40.83312467340893, -73.86232280651832)"
33772049,7/7/16 0:00,Rat Sighting,11418,136-14 HILLSIDE AVENUE,136 STREET,QUEENS,1034675,195798,40.70395337,-73.81813374,"(40.70395336866916, -73.818133742078)"
33772086,7/6/16 0:00,Rat Sighting,11224,,,BROOKLYN,992074,150516,40.57980425,-73.9718339,"(40.57980424503448, -73.97183389950624)"
33790482,7/8/16 0:00,Rat Sighting,11212,1821 PITKINS AVENUE,CHRISTOPHER AVENUE,BROOKLYN,1010420,183553,40.67044865,-73.90566095,"(40.67044864748288, -73.90566094957657)"
33792326,7/8/16 0:00,Rat Sighting,11207,761 GEORGIA AVENUE,HEGEMAN AVENUE,BROOKLYN,1014021,179191,40.65846456,-73.89269914,"(40.65846455646153, -73.89269914092147)"
33749388,7/4/16 0:00,Rat Sighting,11235,3023 BRIGHTON    3 STREET,OCEAN VIEW AVENUE,BROOKLYN,994070,149972,40.57830909,-73.96464917,"(40.57830908611362, -73.96464916694048)"
33761880,7/6/16 0:00,Rat Sighting,11213,1462 DEAN STREET,REVERE PLACE,BROOKLYN,1000925,185686,40.67632623,-73.93988376,"(40.67632622776996, -73.93988375529413)"
33761890,7/5/16 0:00,Rat Sighting,11215,7 STREET,3 AVENUE,BROOKLYN,987330,184150,40.67212542,-73.98889677,"(40.672125422617896, -73.98889677016122)"
33764934,7/5/16 0:00,Rat Sighting,10457,1898 BELMONT AVENUE,EAST 176 STREET,BRONX,1013904,247099,40.84485501,-73.89282137,"(40.844855008897824, -73.89282136620277)"
33765080,7/5/16 0:00,Rat Sighting,11211,374 SOUTH    2 STREET,KEAP STREET,BROOKLYN,997344,197900,40.70985685,-73.95277013,"(40.7098568489854, -73.95277013211474)"
33771852,7/6/16 0:00,Rat Sighting,10314,76 EVANS STREET,MC VEIGH AVENUE,STATEN ISLAND,942414,153169,40.58699093,-74.15062428,"(40.58699092962568, -74.15062427777279)"
33772050,7/6/16 0:00,Rat Sighting,11208,71 DOSCHER STREET,GLENMORE AVENUE,BROOKLYN,1019546,185468,40.67567321,-73.87275306,"(40.67567320672827, -73.87275305688335)"
33772054,7/6/16 0:00,Rat Sighting,11691,,,QUEENS,1051697,160460,40.6068453,-73.75709473,"(40.60684530131469, -73.75709472872485)"
33773193,7/6/16 0:00,Rat Sighting,11215,373 6 AVENUE,5 STREET,BROOKLYN,989206,183443,40.67018401,-73.98213441,"(40.6701840144804, -73.98213441376727)"
33773209,7/6/16 0:00,Rat Sighting,10467,2819 BARKER AVENUE,BRITTON STREET,BRONX,1020431,255129,40.8668706,-73.86918748,"(40.86687060417738, -73.86918748101428)"
33776161,7/6/16 0:00,Rat Sighting,11209,,,BROOKLYN,978959,169181,40.63103773,-74.01906202,"(40.6310377313761, -74.0190620197349)"
33781320,7/7/16 0:00,Rat Sighting,11221,704 LEXINGTON AVENUE,STUYVESANT AVENUE,BROOKLYN,1003279,190639,40.68991633,-73.9313832,"(40.68991633286875, -73.93138319612072)"
33783035,7/7/16 0:00,Rat Sighting,11221,704 LEXINGTON AVENUE,STUYVESANT AVENUE,BROOKLYN,1003279,190639,40.68991633,-73.9313832,"(40.68991633286875, -73.93138319612072)"
33789986,7/8/16 0:00,Rat Sighting,10472,2065 HAVILAND AVE,,BRONX,1024543,241782,40.83021927,-73.85440077,"(40.83021926829832, -73.85440076667533)"
33791806,7/8/16 0:00,Rat Sighting,10310,1040 FOREST AVENUE,RAYMOND PLACE,STATEN ISLAND,949820,167818,40.62723126,-74.1240348,"(40.6272312572023, -74.1240347991329)"
33791930,7/8/16 0:00,Rat Sighting,11372,35-50 73 STREET,35 AVENUE,QUEENS,1013897,212735,40.75053528,-73.89299838,"(40.750535282315894, -73.89299838127846)"
33792397,7/8/16 0:00,Rat Sighting,10035,1944 MADISON AVENUE,,MANHATTAN,1000591,232763,40.80554145,-73.94097352,"(40.80554144701199, -73.94097351790528)"
33748574,7/4/16 0:00,Rat Sighting,10014,233 WEST    4 STREET,WEST 10 STREET,MANHATTAN,983422,206821,40.73435249,-74.00298768,"(40.73435248806655, -74.00298768175978)"
33753248,7/4/16 0:00,Rat Sighting,10456,488 EAST  164 STREET,WASHINGTON AVENUE,BRONX,1009288,240122,40.82571947,-73.90953103,"(40.82571946537405, -73.90953103401384)"
33753249,7/4/16 0:00,Rat Sighting,11416,94-14 78 STREET,ATLANTIC AVENUE,QUEENS,1022672,188509,40.68400704,-73.86146608,"(40.684007035978965, -73.8614660760173)"
33753255,7/4/16 0:00,Rat Sighting,10016,242 EAST   32 STREET,3 AVENUE,MANHATTAN,990338,210336,40.74399823,-73.97802942,"(40.74399823416488, -73.97802942010978)"
33753946,7/4/16 0:00,Rat Sighting,11385,1622 SUMMERFIELD STREET,,QUEENS,1011435,192584,40.69523361,-73.90196559,"(40.69523361139946, -73.9019655905414)"
33753955,7/4/16 0:00,Rat Sighting,10467,3036 MATTHEWS AVENUE,,BRONX,1022374,256569,40.87081478,-73.86215438,"(40.87081478232297, -73.86215437689958)"
33753958,7/4/16 0:00,Rat Sighting,11234,7230 ROYCE PLACE,EAST 72 STREET,BROOKLYN,1009088,166708,40.62421663,-73.91052464,"(40.62421662836131, -73.91052463846198)"
33754019,7/4/16 0:00,Rat Sighting,11233,1438 EASTERN PARKWAY,,BROOKLYN,1006300,182994,40.66892554,-73.92051477,"(40.668925538137415, -73.92051477098909)"
33754020,7/4/16 0:00,Rat Sighting,10467,19 EAST GUNHILL ROAD,JEROME AVENUE,BRONX,1017195,260811,40.8824786,-73.88085929,"(40.88247860062948, -73.88085929318778)"
33754538,7/4/16 0:00,Rat Sighting,10304,16 VANDERBILT AVENUE,BAY STREET,STATEN ISLAND,963966,165960,40.62217512,-74.07306799,"(40.62217512277517, -74.07306798522421)"
33755917,7/4/16 0:00,Rat Sighting,10128,336 EAST   92 STREET,2 AVENUE,MANHATTAN,998651,223921,40.78127593,-73.94800009,"(40.78127592565083, -73.94800008706558)"
33756572,7/4/16 0:00,Rat Sighting,10314,66 BERGLUND AVENUE,FIRTH ROAD,STATEN ISLAND,937502,161652,40.61025046,-74.16836786,"(40.610250461592, -74.16836786315791)"
33756693,7/4/16 0:00,Rat Sighting,11220,6754 FOURTH AVENUE,SENATOR STREET,BROOKLYN,977855,170923,40.63581842,-74.02304108,"(40.63581842356663, -74.02304107912416)"
33757242,7/4/16 0:00,Rat Sighting,11220,6754 4 AVENUE,SENATOR STREET,BROOKLYN,977855,170923,40.63581842,-74.02304108,"(40.63581842356663, -74.02304107912416)"
33757399,7/4/16 0:00,Rat Sighting,11223,1934 WEST   10 STREET,AVENUE S,BROOKLYN,989249,157798,40.59979392,-73.9819984,"(40.59979392178954, -73.98199840372125)"
33757900,7/4/16 0:00,Rat Sighting,10471,BROADWAY,,BRONX,1012805,265662,40.89580835,-73.89671438,"(40.89580835347883, -73.89671437652024)"
33758008,7/4/16 0:00,Rat Sighting,10011,156 WEST   20 STREET,AVENUE OF THE AMERICAS,MANHATTAN,985433,209491,40.74168094,-73.9957309,"(40.741680936440744, -73.99573089820112)"
33760642,7/5/16 0:00,Rat Sighting,10029,3RD AVE,,MANHATTAN,1000446,229255,40.79591322,-73.94150574,"(40.79591321514477, -73.94150574407033)"
33764080,7/5/16 0:00,Rat Sighting,10456,1221 SHERIDAN AVENUE,EAST 167 STREET,BRONX,1007433,243350,40.83458446,-73.91622248,"(40.8345844598471, -73.91622248405018)"
33767361,7/6/16 0:00,Rat Sighting,10033,,,MANHATTAN,1001188,249807,40.85232122,-73.93877402,"(40.852321215318966, -73.93877402130026)"
33767384,7/6/16 0:00,Rat Sighting,11413,130-72 226 STREET,130 AVENUE,QUEENS,1055913,187648,40.68143709,-73.7416224,"(40.68143708636563, -73.74162239714092)"
33767385,7/6/16 0:00,Rat Sighting,11207,234 HINSDALE STREET,BELMONT AVENUE,BROOKLYN,1011972,183188,40.66944208,-73.90006772,"(40.669442080912326, -73.90006772067963)"
33768523,7/6/16 0:00,Rat Sighting,11221,745 LAFAYETTE AVENUE,TOMPKINS AVENUE,BROOKLYN,999924,190954,40.69078751,-73.94348028,"(40.69078751262086, -73.94348027743105)"
33768538,7/6/16 0:00,Rat Sighting,11238,38 CLAVER PLACE,JEFFERSON AVENUE,BROOKLYN,996046,187763,40.68203497,-73.95746975,"(40.6820349675641, -73.95746975106725)"
33769727,7/6/16 0:00,Rat Sighting,10472,,,BRONX,1022887,242765,40.83292472,-73.86037907,"(40.832924717133245, -73.8603790703148)"
33790793,7/8/16 0:00,Rat Sighting,10467,3291 HULL AVENUE,EAST 207 STREET,BRONX,1018890,258604,40.87641459,-73.874741,"(40.8764145863597, -73.87474099798092)"
